Name;Address;Rating;Number of Reviews;Place ID;Type;Latitude;Longitude
Cantinho do AuAu - Creche & Hotel para Cães;R. Pará, 196 Centro São Caetano do Sul, São Paulo;4.7;191;ChIJq9AW5-tczpQR14AkfN-F2BU;pet_store;-23.6132808;-46.56978489999999
Pet Speciale;Avenida Senador Roberto Símonsen, 663 - Santo Antônio, São Caetano do Sul;3.9;14;ChIJzZDHi-NdzpQRd0GCkVtMe6M;pet_store;-23.6190412;-46.57474440000001
Centro de Desenvolvimento Pet Blu Dog;Avenida Senador Roberto Símonsen, 490 - Santo Antônio, São Caetano do Sul;3.9;22;ChIJWedCuZFdzpQR36WXX25URDo;veterinary_care;-23.617487;-46.5747168
Pet Shop Dog Shower;Rua General Osório, 165 - Santa Paula, São Caetano do Sul;5;29;ChIJWbrltzJdzpQRrfbxe4PCbP4;pet_store;-23.6175223;-46.5594999
Pet Shop Bueno (São Caetano do sul);Rua Alagoas, 675 - Centro, São Caetano do Sul;4.9;107;ChIJG43Uay5dzpQRp9QMHVivJss;pet_store;-23.6116997;-46.57303109999999
Shopping Pet;Rua José de Alencar - Santo Antônio, São Caetano do Sul;N/A;N/A;ChIJk5vsrY1dzpQR-xSi6_3LfDs;pet_store;-23.6206045;-46.5768784
Divino Pet Cake;Avenida Conde Francisco Matarazzo, 534 - Fundação, São Caetano do Sul;4.9;12;ChIJFQIrAka9uEcR3v8OYgSz8S0;pet_store;-23.6069754;-46.5701614
Animal Natural;Avenida do Estado, 1540 - Fundação, São Caetano do Sul;4.8;105;ChIJBSSzJ_FczpQRZecxYKUqiYc;pet_store;-23.60661319999999;-46.5668611
Patas Preciosas;Rua Piratininga, 341 - Barcelona, São Caetano do Sul;5;4;ChIJRdh3IRRdzpQRTooiDdFNM-w;pet_store;-23.618702;-46.5539211
Petshop e Avicultura Califórnia;Rua Antenas, 184 - Vila California, São Paulo;4.9;22;ChIJ91H8V15dzpQRjaQIUNiP9UQ;pet_store;-23.6062816;-46.563118
Vetnasa São Caetano do Sul 24 horas - Clínica Veterinária 24h;Avenida Goiás, 315 - Santo Antônio, São Caetano do Sul;3.6;413;ChIJ_WWI0JJczpQR7CMakwUaOmw;veterinary_care;-23.6150494;-46.5747391
Dr Roberto Siqueira;Avenida Conde Francisco Matarazzo, 615 - Fundação, São Caetano do Sul;4.3;6;ChIJu4spbfRczpQRTtxEnhhToD4;veterinary_care;-23.6062505;-46.5704587
WeVets | Centro Veterinário 24h | Unidade São Caetano;Avenida Goiás, 821 - Centro, São Caetano do Sul;4.6;127;ChIJ822BeRFdzpQRDO19x8H4sOU;veterinary_care;-23.6160206;-46.5684527
Cubo Farmácia de Manipulação;Rua José Paolone, 274 - Santa Paula, São Caetano do Sul;5;34;ChIJJ3ujb9JdzpQRpTXA96MRilY;veterinary_care;-23.6157649;-46.5680745
Bianca Pechinin - Veterinária;Rua Piauí, 785 - Santo Antônio, São Caetano do Sul;4.7;13;ChIJVVUhbutczpQRnIFgd6hlZWo;veterinary_care;-23.6188866;-46.5638733
ManifrancaVet;Rua Afonso Pena, 345 - Santa Paula, São Caetano do Sul;4.7;112;ChIJzYaIj-dczpQRZQvvqnIn4Wg;veterinary_care;-23.6179879;-46.5625386
"Farmacia de Manipulação - Desde1901 - Manipulação Humana; Homeopatia & Vet";Desde 1901 - Tradição e Qualidade - Rua Manoel Coelho, 600 - Loja 3 - Centro, São Caetano do Sul;4.2;14;ChIJc2nCnO1czpQR5RIVYmXSz-8;veterinary_care;-23.6148938;-46.572608
Centro Veterinário Seres Carrefour São Caetano;Avenida do Estado, 1750 - Fundação, São Caetano do Sul;4.8;5;ChIJ5QKTULxdzpQR5DT_7H4i9Gk;veterinary_care;-23.6105712;-46.5660674
Pets House;Avenida Goiás, 269 - Santo Antônio, São Caetano do Sul;4.6;195;ChIJ___jwJJczpQRTtO02qkKcSo;veterinary_care;-23.6150396;-46.5757991
Hospital veterinário - USCS;Rua Pernambuco, 76 - Centro, São Caetano do Sul;3.7;36;ChIJba4xwvNdzpQRo2OkfflI-xg;veterinary_care;-23.6094376;-46.5743786
Hospital Veterinário Municipal;Rua Pernambuco, 76 - Centro, São Caetano do Sul;4.3;122;ChIJp_gTwpJdzpQR2_Tfr1knyOA;veterinary_care;-23.6094576;-46.57441559999999
Vendas - Alessandra Freitas;Barcelona, São Caetano do Sul;N/A;N/A;ChIJZVhQ2VxdzpQRg-tp6Y9ngUc;pet_store;-23.61729810000001;-46.55163350000001
P.H Pet Fabricação de Produtos Pet;Rua das Pérolas, 240 - Prosperidade, São Caetano do Sul;5;2;ChIJVVUxIhldzpQRURSO012VAyA;pet_store;-23.6110437;-46.5488817
Rações Scooby;Praça da Riqueza, 131 - Prosperidade, São Caetano do Sul;5;4;ChIJa-o5hvddzpQRIzxLbJP40W0;pet_store;-23.60984209999999;-46.55008059999999
DM Pets;Rua Antenas, 616 - Vila California, São Paulo;4.2;6;ChIJTW0tIIBdzpQRRpZ1HCiihoU;pet_store;-23.605024;-46.559076
Pet Boa Vida;Rua Antenas, 961 - Vila California, São Paulo;3.5;2;ChIJLbfpSFddzpQR0Ytj5Y-b-Fg;pet_store;-23.6037416;-46.5559687
Veterinary Clinic Dr. Mauricio Gomes Gori;Rua Caruso, 65 - Vila Alpina, São Paulo;4.8;813;ChIJv5P6XP5czpQRh-9v-r2Scn8;veterinary_care;-23.60100980000001;-46.556097
MUNDO PET - Pet Shop, Boutique e Estética;Rua Costa Barros, 2663 - Sítio Pinheirinho, São Paulo;4.5;20;ChIJE14gKxBdzpQR2pSlEbO2ohI;pet_store;-23.6022183;-46.5427131
Pets Onaga - Unidade Vila Industrial;Avenida Morais Costa, 128 - Vila Industrial, São Paulo;4.7;678;ChIJMfw2b2ldzpQR-UlrOgLvHIo;pet_store;-23.6039589;-46.53001080000001
FVM Casa De Ração;Rua Arroio São Nicolau, 311 - Vila Sao Nicolau, São Paulo;5;1;ChIJb1zE4pNdzpQRwZ5qp_wCttw;pet_store;-23.6126321;-46.5333326
Duxacão Estética Animal;Rua Eleutério, 11 - Vila Camilópolis, Santo André;5;16;ChIJW8kWVQBdzpQRk28xpxMmoV0;pet_store;-23.6168995;-46.53041169999999
Pet Shop Vira Lata;Rua Altamisa, 205 - Vila Industrial, São Paulo;5;1;ChIJqZlTVRVdzpQRX-HynAjo17M;pet_store;-23.609106;-46.53553099999999
Pet Shop Chic Dogs;Rua Água Bonita, 56 - Vila Sao Nicolau, São Paulo;4.6;18;ChIJmycjt0FdzpQR4IrSc-tZuXM;pet_store;-23.6103509;-46.5330473
PET SHOP;Avenida Morais Costa, 799 - Vila Industrial, São Paulo;5;3;ChIJX8Iit0FdzpQRLMZw2YJhaV0;pet_store;-23.6095382;-46.5326275
City Pets;Rua Ana Clara, 338 - Vila Mendes, São Paulo;4.5;102;ChIJv53U7UNdzpQRHxkfpgbLvTY;pet_store;-23.6111827;-46.5300619
Maggie Petshop;Rua Orlando Silva, Nº: 87 - Vila Camilópolis, Santo André;N/A;N/A;ChIJ7R6o1L9dzpQRAE_A-mkQGUU;pet_store;-23.6158495;-46.5274444
Stevepet;Rua Nerino Silva, 53 - Vila Camilópolis, Santo André;5;2;ChIJay8xxQFdzpQRusfpm8zhcMM;pet_store;-23.615233;-46.5275309
Petshop Mundo Cão;Rua Álvaro de Morais Madureira, 36 - Vila Mendes, São Paulo;5;7;ChIJT2CizKddzpQR8ghW0xv9_1U;pet_store;-23.6118485;-46.52878649999999
Pet Shop - Villa Pet Su;Avenida Morais Costa, 530 - Vila Industrial, São Paulo;4.9;15;ChIJzfW5KZtdzpQRWjrs3e2qqAg;pet_store;-23.6071871;-46.53192720000001
Pet Império;Rua Coronel Augusto Celso de Moura, 75 - Vila Elze, São Paulo;1;1;ChIJyeqYbX1dzpQR_yiX9HpRdBk;pet_store;-23.6090737;-46.529263
Pet Shop Shenior;Avenida Morais Costa, 520 - Vila Industrial, São Paulo;4.5;81;ChIJQZqfeGldzpQRozyyNgDPbSQ;pet_store;-23.6071562;-46.53182449999999
Pet Shop da Praça;Rua Irmã Maria Umbelina, 75 - Vila Cunha Bueno, São Paulo;4.3;6;ChIJ2-jxrUNdzpQRDNjk4Dhr_nA;pet_store;-23.6094349;-46.5288643
MiMel Pet - Vila industrial SP;Rua das Petúnias, 265 - Vila Industrial, São Paulo;5;27;ChIJCXm3QPhdzpQRnQqVvGpJ5M0;pet_store;-23.6050912;-46.53389039999999
Gaia Clínica Veterinária | Especializado em Silvestres e Exóticos em São Paulo;Avenida do Oratório, 3811 - Parque São Lucas, São Paulo;4.6;301;ChIJ-6sdz11dzpQRDwQ-XhWBOzo;veterinary_care;-23.60123440000001;-46.53629379999999
Consultório Veterinário Three Vets;Avenida Morais Costa, 799 - Vila Mendes, São Paulo;4.8;17;ChIJwYXpK0ZdzpQRWAekYYMkqNo;veterinary_care;-23.6095407;-46.532626
VETERINARIA SANTA CLARA LTDA;Rua Ana Clara, 504 - WhatsApp, 916691708 - Vila Mendes, São Paulo;4;25;ChIJJ4oL7ztdzpQRhQlFHz2lZFU;veterinary_care;-23.61173489999999;-46.5288009
Animal Vets;Avenida Morais Costa, 530 - primeiro andar - Vila Industrial, São Paulo;4.6;154;ChIJk8Mpc2pdzpQRqICV5e_FE2Y;veterinary_care;-23.60715;-46.5317772
Lucy Pet Shop e Avicultura;Avenida do Oratório, 4573 - Vila Nova Pauliceia, São Paulo;4.6;40;ChIJPT87r25dzpQRPRIUez6dYLM;pet_store;-23.6021596;-46.53026789999999
Pet Shop Meninão;Avenida do Oratório, 6164 - Vila Industrial, São Paulo;4.9;48;ChIJz9rRKEldzpQRGeklkIgjOO0;pet_store;-23.6101874;-46.52486760000001
Mr. Dog;Avenida do Oratório, 6129 - Jardim Angela (Zona Leste), São Paulo;4.6;11;ChIJ29CZnlxdzpQR4iof2c4k0Rw;pet_store;-23.6098185;-46.5243926
Pet Mania's - Banho e tosa, acessórios e Petshop;Rua Planalto dos Acantilados, 240 - Parque Santa Madalena, São Paulo;5;4;ChIJh-G0emhdzpQRtevcAXk6e_s;pet_store;-23.6116267;-46.51904709999999
Bubu pet;Avenida Primavera de Caiena, 830 - Parque Santa Madalena, São Paulo;5;7;ChIJs5LWZopdzpQR2wNjTTZ2zps;pet_store;-23.6144284;-46.5165573
Morada Dos Pássaros Pet Shop;Rua Nova Resende, 230 - Parque Santa Madalena, São Paulo;4.5;43;ChIJSdjvxFddzpQRbTSFm6_phus;pet_store;-23.6141202;-46.51669440000001
Pet Shop Quality Racion;Avenida Primavera de Caiena, 768 - Parque Santa Madalena, São Paulo;4.4;51;ChIJwbxPK1ZdzpQRDo6f_37VLHY;pet_store;-23.6145977;-46.5159701
Pet Shop Marcão;pq - Rua Planalto dos Acantilados, 426 - Parque Santa Madalena, São Paulo;4.3;7;ChIJNelhMIRdzpQR92gjVKwgrKQ;pet_store;-23.6120579;-46.5174167
Casa de Ração Lufredoo;Avenida do Oratório, n° 5935 - Jardim Mimar, São Paulo;5;2;ChIJNXYFQwBdzpQROSm5XgWUsvE;pet_store;-23.6082184;-46.5232504
PEET LUXO;Rua Manuel Nunes de Siqueira, 22 - Jardim Mimar, São Paulo;4.9;26;ChIJLevJPnldzpQRxRXMGFUbWzg;pet_store;-23.6081926;-46.5232111
Anjos de Patas Centro de Estética Animal;Rua Custódio Martins, 148 A - Jardim Elba, São Paulo;5;3;ChIJFRWEKO5nzpQRtkYbUGIoU-Y;pet_store;-23.6171881;-46.51368790000001
Raat-biotério;Rua Iupicanga - Jd Madalena, São Paulo;5;5;ChIJ1RqGo0BnzpQRIOVut1nUDsM;pet_store;-23.61169749999999;-46.51615849999999
Animalandia Hotel Creche Banho e Tosa;Rua Tatu Apará, 70 - Parque Santa Madalena, São Paulo;5;9;ChIJq9hgmo9nzpQRH8X3jyJ_Lkg;pet_store;-23.6135147;-46.5144475
Conchitas Pet;Rua José Ferreira Paz, 367 - Vila Industrial, São Paulo;5;10;ChIJERfbKORdzpQRitkied7azM4;pet_store;-23.6065602;-46.5268488
Nutri Flora Fertilizantes;Rua: Caro-Sacaibu, 544 - Jardim Elba, São Paulo;N/A;N/A;ChIJ5YETXSpnzpQRhvsUsmN30fM;pet_store;-23.6178566;-46.51276259999999
Pet Reis;Rua Palmeira de Vinho, 458 - Jardim Elba, São Paulo;5;1;ChIJM7rgFspnzpQRHVoLDGgvoLs;pet_store;-23.6175566;-46.5122307
Clínica Veterinária ABCDVET;Avenida do Oratório, 5923 - Jardim Angela (Zona Leste), São Paulo;4.5;101;ChIJi5eTWlxdzpQRFOX2pFo4rBs;veterinary_care;-23.6078051;-46.5229199
Bichos e Bichanos;Avenida do Oratório, 4945 - Vila Industrial, São Paulo;4.7;245;ChIJMTTDkmhdzpQRYpsyyD0_Tdc;veterinary_care;-23.6030219;-46.5270451
Clínica Veterinária Prevent Vet;Rua Alexandrina Pereira Novaes, 237 - Vila Nova Pauliceia, São Paulo;4.9;79;ChIJXRC4f9RdzpQRoAHrZlgianc;veterinary_care;-23.6021404;-46.5284146
Clinica Veterinária Mr. Dog (Dra. Ingrid) 30 anos;Avenida Manuel Pímentel, 81 - Jardim Planalto, São Paulo;4.6;189;ChIJ5aOf6vBnzpQR9_qGZxTW-aE;veterinary_care;-23.6086072;-46.51001610000001
Pet Shop Aquário;Rua Antônio Sarzedas, 70 - Jardim Elba, São Paulo;4.6;195;ChIJAZi3WAdozpQRHc8XqFcQPeE;pet_store;-23.6195502;-46.5105792
Charles Pets;Rua Batista Fergusio, 824 - Vila Cardoso Franco, São Paulo;5;8;ChIJ4eKZPINpzpQRp5EiuvPWNaA;pet_store;-23.6200458;-46.50779199999999
PET SHOP REINA PETS;Rua Luís Juliani, 623 - Jardim Adutora, São Paulo;4.5;63;ChIJn1UO6ctpzpQR8QhoG3P_W1M;pet_store;-23.6184448;-46.5073722
Melka petshop;Avenida Primavera de Caiena, 221 - Parque Santa Madalena, São Paulo;5;1;ChIJO1DrpcNnzpQRV21aT-Kwh7o;pet_store;-23.6135999;-46.5113553
Sob Nova Direçao Banho E Tosa;Avenida Primavera de Caiena - Sapopemba, São Paulo;N/A;N/A;ChIJswK-2PtnzpQReMbCNkKnkGk;pet_store;-23.6134806;-46.5114829
My Horus Pet Shop;Rua Batista Fergusio, 675 - Vila Cardoso, São Paulo;N/A;N/A;ChIJiV-2RrNpzpQRdvTc1oKHzdI;pet_store;-23.6193414;-46.5065701
Pet Fácil;Avenida Primavera de Caiena, 148 - Parque Santa Madalena, São Paulo;N/A;N/A;ChIJWzeKoqNnzpQRlh1d5cLCYTA;pet_store;-23.6128035;-46.5113629
Pet Show;Rua Vicente Franco Tolentino, 285 - Parque Santa Madalena, São Paulo;N/A;N/A;ChIJSa4rcQBnzpQRpIulY-bHQh0;pet_store;-23.6117727;-46.5097239
M Pet Raçoes e utensilios;Rua rodrigues da guerra n 81B Rua rodrigues da guerra n 81B - Jardim Elba, São Paulo;N/A;N/A;ChIJgWO2w5dnzpQRkI_TjjPCBzs;pet_store;-23.6142705;-46.5052944
Magic Pet Jardim Elba;Rua Rodrigues da Guerra, 81B - Jardim Elba, São Paulo;4.5;2;ChIJ6xzfwdBnzpQROyKgRFxc3eU;pet_store;-23.6142186;-46.50531429999999
Keno Pets;Rua: Alameda, Rua Almirante Otacílio Cunha, 152 - Parque Santa Madalena, São Paulo;N/A;N/A;ChIJPxwfzRZdzpQR4vOwWfo2VNA;pet_store;-23.6131139;-46.50629050000001
PET CARE DOG´S LII;Rua Luís Juliani, 197, São Paulo;4.6;15;ChIJeZ4wX-JnzpQRIRPpS1nca6M;pet_store;-23.61582540000001;-46.5040634
Banho e tosa Entre Pêlos e Patas;Rua Piquitinga, 18 - Parque Santa Madalena, São Paulo;4.7;23;ChIJAQIlkvdnzpQRlULcRgwzHBM;pet_store;-23.6107328;-46.5147872
Pet shop Hipiaugui;Rua Rio Hipiauguí, 233 - Parque Santa Madalena, São Paulo;5;31;ChIJg4wvk3lnzpQR51V7JMY3myw;pet_store;-23.6095149;-46.51492749999999
PET DA MANÚ;Rua Sanguina, 297 - Parque Santa Madalena, São Paulo;5;2;ChIJu0rhXFtnzpQR6QVUNGQiO5o;pet_store;-23.609646;-46.5092095
PET ZOE;Rua Sanguina, 297 - Parque Santa Madalena, São Paulo;5;10;ChIJm9MTjJ5nzpQR0dEbLlDqnqY;pet_store;-23.60959170000001;-46.5091871
Pet Shop Planalto;Rua Rio Hipiauguí, 352 - Parque Santa Madalena, São Paulo;4.7;20;ChIJ-_afrPdnzpQRFbaKzk2kgTM;pet_store;-23.608905;-46.5141532
Pet Rottweiler;Avenida Arquiteto Vilanova Artigas, 179 - Conjunto Habitacional Teotonio Vilela, São Paulo;5;2;ChIJuWXWseZnzpQRUVBop7O6YO8;pet_store;-23.61323449999999;-46.5015935
Teddy Pet Shop - Jardim Planalto;Rua Torres Florêncio e Rielli, 277 - Jardim Planalto, São Paulo;5;4;ChIJB_J9931nzpQRv_HdqSF8g8o;pet_store;-23.6073569;-46.5108586
Palácio Pet jardim planalto;Avenida Doutor Frederico Martins da Costa Carvalho, 571 - Jardim Planalto, São Paulo;5;2;ChIJ4cCTqkNnzpQRVVSvI2Z1ITE;pet_store;-23.6065404;-46.5142415
Pet Shop Vitória;Avenida Arquiteto Vilanova Artigas, 314 - Conjunto Habitacional Teotonio Vilela, São Paulo;4.5;39;ChIJb1ZcUOFnzpQRSNB0vTJJ-j4;pet_store;-23.6118725;-46.5010328
Pet shop e Veterinária Corujão;Rua Manuel Quirino de Mattos, 44 - Jardim Sapopemba, São Paulo;4.6;192;ChIJd5OHs-ZnzpQR2Gy3Uy8p4KQ;veterinary_care;-23.6110727;-46.5009035
Centro Veterinário Jardim Planalto;Avenida Doutor Frederico Martins da Costa Carvalho, 368 - Jardim Planalto, São Paulo;4.6;343;ChIJYQIjH_RnzpQRUL9k3OZKlUg;veterinary_care;-23.6056132;-46.5125071
Hospital veterinário pett lovers;Avenida Sapopemba - Sapopemba, São Paulo;N/A;N/A;ChIJG-T0ty1nzpQRvnjRmq96svQ;veterinary_care;-23.6028806;-46.5104887
Vets Of All - VETERINÁRIO 24H GRIMALDI;Avenida Sapopemba, 9257 - Vila Portuguesa, São Paulo;4.5;755;ChIJjaA7D2RnzpQRaO9q5Szg4no;veterinary_care;-23.6015278;-46.51128729999999
Veterinário;Avenida Sapopemba, 11806 - Jardim Adutora, São Paulo;N/A;N/A;ChIJMf4idN9nzpQRXmjL10YNb2Q;veterinary_care;-23.6129995;-46.494353
Arca de Noé;Avenida Sapopemba, 11820 - Fazenda da Juta, São Paulo;4.7;85;ChIJv5Nscd9nzpQRCc6p6fH8QbI;veterinary_care;-23.6129566;-46.4942073
Pet Shop Prados;Rua Henrique Mazzauti, 217 - Jardim Tiete, São Paulo;4.8;80;ChIJ2VRr2dpnzpQRtluyVkVw-BM;pet_store;-23.6035769;-46.4895534
Pet Shop Raiad;179, Rua Soldado Toríbio da Silva, 169 - Conjunto Habitacional Marechal Mascarenhas de Morais, São Paulo;4.5;126;ChIJe-WXGXVozpQRHB4UyPOLpzA;pet_store;-23.6161697;-46.4955458
BANHO E TOSA BICHO QUERIDO;Brazil;N/A;N/A;ChIJt0iXaHRozpQROdNYcFlCgAU;pet_store;-23.6174685;-46.493995
DK FISH STORE;Rua Cabo Fleury Silva, 19 - Conjunto Habitacional Marechal Mascarenhas de Morais, São Paulo;5;56;ChIJcU-Wyt1DzpQR3M0qWPkuQiY;pet_store;-23.6138807;-46.4951885
karol pet shop;Rua Roberto Park, 212 - atual,128 - Fazenda da Juta, São Paulo;5;2;ChIJEeJmQ_lpzpQReU6nJZBE4EM;pet_store;-23.6141337;-46.49282040000001
Jadiel Gonçalves de Almeida- pet shop;Rua Roberto Park, 212 - Fazenda da Juta, São Paulo;4.4;7;ChIJ48WzWd9nzpQRJ0C5ayo0h18;pet_store;-23.6141337;-46.49282040000001
Pet Shop Pica Pau;Avenida João Rodrigues Ruiz, 165 - Jardim Sapopemba, São Paulo;4.9;25;ChIJk8VQHd9nzpQR6537GtSo6jU;pet_store;-23.6113414;-46.4939822
Dog club - Casa De Rações Ltda;Avenida arquiteto Vila, a Nova nova Artigas, 1900 - Teotônio Vilela, São Paulo;5;2;ChIJ-8nP7MtnzpQREwfIkMUZeeg;pet_store;-23.6068323;-46.5018717
Pets Friends;Avenida Tenente Lauro Sodré, 526 - Jardim Santa Adelia, São Paulo;5;1;ChIJTXUYKABpzpQRS7wkEUqieTc;pet_store;-23.6152041;-46.4848464
Pet Shop Lulu Pet;Rua Francisco Matias, 275 - Jardim Sapopemba, São Paulo;5;6;ChIJLRooy9lnzpQRuK3BZMvW_8k;pet_store;-23.6093936;-46.4884052
UseRico Fashion Pet;Rua José Lagrange, 45 - Jardim Sapopemba, São Paulo;5;10;ChIJ79AXOj73BEwRsM-Rmz6vmZs;pet_store;-23.6065823;-46.4924541
Baita Cão & Cia Centro De Estética Animal & Pet Shop;Rua Armando Barbosa, No 76 - Jardim Santa Adelia, São Paulo;5;4;ChIJhbJGrnlozpQRYLRzD1hWCUI;pet_store;-23.6138697;-46.4847021
PharmaRav;Avenida Sapopemba, 11993 - A - Jardim Sapopemba, São Paulo;4.7;212;ChIJhZNgUN9nzpQRlgycL8VK_a8;veterinary_care;-23.6128248;-46.4927009
ModernaVet Clínica Veterinária;Avenida Sapopemba, 11977 - Jardim Adutora, São Paulo;5;51;ChIJjSulvndnzpQRhwwFp16W78w;veterinary_care;-23.6127867;-46.49300829999999
VETERINARIO BANHO YOYA;Rua Ministro Apolônio Salles, 817 - Jardim Tiete, São Paulo;N/A;N/A;ChIJH1IdasJnzpQR8QmXDE6qs4M;veterinary_care;-23.6015625;-46.4958474
adelia dog;Rua Ministro Luís Sparano, 542 - Jardim Santa Adelia, São Paulo;4.6;35;ChIJl0e9831ozpQRz4jX9gmgLEg;pet_store;-23.6139431;-46.4781489
Pet Shop Recam;Avenida Cláudio Augusto Fernandes, 612 - Cidade São Mateus, São Paulo;4.2;24;ChIJl4bYDH9ozpQRswamxX1whgo;pet_store;-23.6105416;-46.48063579999999
Pet ShopKLP;Rua Armando Barbosa, 138 - Jardim Santa Adelia, São Paulo;5;11;ChIJE_jH9BlpzpQRiHaFMxPlBes;pet_store;-23.6138844;-46.4841524
Amigo Fiel;Rua Gastão de Almeida, 108 - Santa Adélia, São Paulo;N/A;N/A;ChIJO10Y5X1ozpQRVYH_Y68-N90;pet_store;-23.6135234;-46.47845019999999
Pet Rabbit - Pet Shop em são Mateus;Rua Doutor Galvão Guimarães, 52 - Jardim Santa Adelia, São Paulo;5;11;ChIJP7qadnpDzpQRH-0pgADd4LU;pet_store;-23.6145988;-46.47699009999999
Pet Shop Colombo Estética Animal Caça, Pesca & Airsoft;Rua Doutor Felice Buscaglia, 317 - São Mateus, São Paulo;4.7;288;ChIJ3zo8DiRpzpQRlYt9mHE1awg;veterinary_care;-23.6097722;-46.47636009999999
Avicultura M-Faisão;Rua:Maria Luiza Do Val Penteado - São Mateus, São Paulo;5;1;ChIJHV8n_EVnzpQRrdqNyHbeLRY;pet_store;-23.6071076;-46.48116270000001
CASA dos PASSAROS;Brazil;5;1;ChIJLw59mNZnzpQRhAsOwW142Dk;pet_store;-23.6063972;-46.48298459999999
Sao mateus pet shop - Os American Pitbull Terrie;Rua Doutor Edmur Whitaker, 300a - São Mateus, São Paulo;4.9;31;ChIJVVVBAYBozpQR1cQDMANu_zc;pet_store;-23.6082092;-46.4775245
Universo Pet;Rua Francisco Cordelli, 269 - Cidade São Mateus, São Paulo;N/A;N/A;ChIJIZ8qBtVnzpQRzAwK94ohHdk;pet_store;-23.6070518;-46.4800181
Point Pet Shop;Avenida Cláudio Augusto Fernandes, 241 - São Mateus, São Paulo;5;1;ChIJSyJQXMdnzpQRFdloM5hQeXw;pet_store;-23.6069044;-46.4804638
Pet Shop Fênix;Rua Maria Luísa do Val Penteado, 18 - Cidade São Mateus, São Paulo;5;11;ChIJh00umMtnzpQRkUDbP4s-DjA;pet_store;-23.60581119999999;-46.4849961
petshopm.faisao;Rua Maria Luísa do Val Penteado, 18 - Cidade São Mateus, São Paulo;5;3;ChIJa1a5U-JnzpQR3j_nj11m_T8;pet_store;-23.6058098;-46.4849996
Lu Pets Casa de Rações;Rua Elisio Ferreira, 197 - Cidade São Mateus, São Paulo;5;1;ChIJVTAngR5nzpQRSr5mf-4UO34;pet_store;-23.6073625;-46.4776278
Clínica Veterinária ArtCão;Avenida Sapopemba, 13956 - Jardim Adutora, São Paulo;5;1;ChIJq10r5MhpzpQRLewrCcZVGig;veterinary_care;-23.6125761;-46.47324529999999
Núcleo de Esterilização Cirúrgica e Vacinação de Cães e Gatos (NECV);Rua Mauro Bonafé Pauletti, 199 - Jardim Três Marias, São Paulo;4.6;59;ChIJJ7MPV-lpzpQRGcZ7NSRIaAs;veterinary_care;-23.6074657;-46.4716868
Centro Veterinário Paiol - São Mateus;Avenida Ragueb Chohfi, 688 - Jardim Três Marias, São Paulo;4.9;92;ChIJH0cNV7hpzpQR9ztGTwD1Y9Q;veterinary_care;-23.6071528;-46.4718946
Veterinária Satélite;Avenida Satélite, 479 - Cidade Satelite Santa Barbara, São Paulo;4.9;70;ChIJ6Qv2wppozpQRubZ7ORq2Nhg;veterinary_care;-23.6120861;-46.4671227
WE PET - CLINICA VETERINÁRIA, BANHO E TOSA E PETSHOP;Fixo: (11) 2018-4998, Avenida Mateo Bei, 2155 - Cidade São Mateus, São Paulo;4.6;146;ChIJVU2n59FnzpQRu8dTIw2H-0Q;veterinary_care;-23.6010807;-46.4836027
Abano Pet - Jd. Vila Carrão - Tudo para o Seu Pet;Rua Manuel Veloso da Costa, 19 - Jardim Vila Carrao, São Paulo;4.7;406;ChIJR-dZhLxozpQRDnBjVaZInjo;veterinary_care;-23.6111848;-46.4540778
Teddy Pet Shop;Avenida Satélite, 267 - Cidade Satelite Santa Barbara, São Paulo;4.9;192;ChIJjVuGOYVozpQRhVh-_MOpPpM;pet_store;-23.612866;-46.46892
R & A PET;Rua Lua, 94 - Cidade Satelite Santa Barbara, São Paulo;N/A;N/A;ChIJK64jK4VozpQRXqS5D1T-294;pet_store;-23.6120089;-46.4681689
Reptmania Acessórios para Terrários;Rua Pedro Paulino dos Santos, 236 - Jardim Três Marias, São Paulo;4.9;54;ChIJb_QtV-tpzpQRcG8DKY7kLl8;pet_store;-23.610654;-46.47171830000001
Pets Need;Avenida Ragueb Chohfi, 404 - Jardim Três Marias, São Paulo;5;13;ChIJNYc7pl1pzpQRM3y8ozqdSWI;pet_store;-23.6093163;-46.472837
Marias PETSHOP;Brazil;N/A;N/A;ChIJ9x_fy4NozpQRSvFaX3zGiOk;pet_store;-23.6086977;-46.4719682
Cantinho Pet;Rua Nebulosas, 202, Jd - Cidade Satelite Santa Barbara, São Paulo;5;11;ChIJY_wlRUhpzpQRJFr3Z-x0d4s;pet_store;-23.6124829;-46.4620808
Faustino Petshop - Jd. Stª Barbara;Rua Cadência, 221A - Jardim Santa Bárbara, São Paulo;4.9;63;ChIJVWV79ptozpQRO6rsXgVum8A;pet_store;-23.6080434;-46.4642031
Pet shop Luck;Rua Cadência, N 326 - Jardim Santa Barbara, São Paulo;3;10;ChIJ9cA6wsFpzpQRfCYFBIv_NtQ;pet_store;-23.6075172;-46.4639777
Clínica Veterinária Vila Bichos;Rua Manuel Veloso da Costa, 35 - Jardim Vila Carrao, São Paulo;4.6;74;ChIJZ5MS5LZpzpQR860dKxAWlN4;veterinary_care;-23.61279270000001;-46.45543769999999
Pet Shop Colosso;Avenida Bassano Del Grappa, 175 - Jardim Vila Carrao, São Paulo;4.4;33;ChIJ50SJr71ozpQR9w9Lio9sQn4;pet_store;-23.61291450000001;-46.4565953
